"node"	"def_XML"	"def_HTML"
"ls:fr:node:40897"	"<!-- ~ Y=$2 célébrée par X=$1 -->

<definiens>
	<df-semanteme>	
		<assert>
		
		<cc id='cc'> <st id='s1' sense='ls:fr:node:54138' actants='a1 a2 s4'>célébration</st> <st id='s2' sense='ls:fr:node:51638' actants='s1'>annuelle</st> 
		par <ap id='a1'>$1</ap> des <ap id='a2'>$2</ap> qui sont <st id='s3' sense='ls:fr:node:28737' actants='a2 s6'>pères</st> de <st id='s6'>qqn</st>
	     </cc>

		<pc id='pc1' anchor='cc' role='behavior'>pendant laquelle <ap coref='a1'>$1</ap> <st id='s4' sense='ls:fr:node:34122' actants='a1 s5 a2'>offre</st> 
		des <st id='s5' sense='ls:fr:node:26600' actants='a1 a2'>cadeaux</st> à <ap coref='a2'>$2</ap></pc>
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		
		
		
		<p class='cc'> <a href='openSens/ls:fr:node:54138' style='text-decoration:none;'><span class='st'>célébration</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <a href='openSens/ls:fr:node:51638' style='text-decoration:none;'><span class='st'>annuelle</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
		par <span style='font-family:courier;font-size:13px;'>$1</span> des <span style='font-family:courier;font-size:13px;'>$2</span> qui sont <a href='openSens/ls:fr:node:28737' style='text-decoration:none;'><span class='st'>pères</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de <span style='font-family:courier;font-size:13px;'>qqn</span>
	     </p>

		<p class='assert_pc'>pendant laquelle <span style='font-family:courier;font-size:13px;'>$1</span> <a href='openSens/ls:fr:node:34122' style='text-decoration:none;'><span class='st'>offre</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> 
		des <a href='openSens/ls:fr:node:26600' style='text-decoration:none;'><span class='st'>cadeaux</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> à <span style='font-family:courier;font-size:13px;'>$2</span></p>
		
	
</body>
</html>
"
"ls:fr:node:41221"	"<definiens>
	<df-semanteme>
		<assert>
			<cc id='cc'>
				<scc id='scc'>
					<ap id='a1'>$1</ap> réprimande <ap id='a2'>$2</ap> pour <ap id='ap3'>$3</ap>
				</scc>
			</cc>
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	
		
			<p class='cc'>
				
					<span style='font-family:courier;font-size:13px;'>$1</span> réprimande <span style='font-family:courier;font-size:13px;'>$2</span> pour <span style='font-family:courier;font-size:13px;'>$3</span>
				
			</p>
		
	
</body>
</html>
"
"ls:fr:node:42021"	"<!-- $1 lie $2 à $3 pour former $4 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				L’individu <ap id='a1'>$1</ap> <st id='s4' sense='ls:fr:node:30127' sem='1'>cause</st> que les <st id='s1' sense='ls:fr:node:56569' sem='2' coref='a1 a2'>entités chimiques</st> <ap id='a2'>$2</ap> et <ap id='a3'>$3</ap> 
				<st id='s3' sense='ls:fr:node:56584' sem='2' actants='a1 a2 a3'>se lient</st> pour former une <st id='s2' sense='ls:fr:node:56569' sem='2' coref='a3'>entité chimique</st> <ap id='a4'>$4</ap>
				
				</scc>
			</cc>

		</assert>
	</df-semanteme>
</definiens>

"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				L’individu <span style='font-family:courier;font-size:13px;'>$1</span> <a href='openSens/ls:fr:node:30127' style='text-decoration:none;'><span class='st'>cause</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> que les <a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entités chimiques</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$2</span> et <span style='font-family:courier;font-size:13px;'>$3</span> 
				<a href='openSens/ls:fr:node:56584' style='text-decoration:none;'><span class='st'>se lient</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> pour former une <a href='openSens/ls:fr:node:56569' style='text-decoration:none;'><span class='st'>entité chimique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <span style='font-family:courier;font-size:13px;'>$4</span>
				
				
			</p>

		
	
</body>
</html>
"
"ls:fr:node:43368"	"<!-- soleil en $1 (ressenti par $2) -->

<definiens>
<df-semanteme>

	<assert>
	
		<cc id='cc'>
			<scc id='scc' dom='st.temps'>
			<st id='st.temps' sense='ls:fr:node:45960' sem='2'>temps</st> dans le lieu <ap id='a1'>$1</ap>
			<wc>qui a un effet sur l’individu <ap id='a2'>$2</ap></wc>
			</scc> 
		</cc>

		<pc id='pc1' anchor='st.temps' role='context' dom='st.visible'>
		tel que le <st id='st.soleil' sense='ls:fr:node:55064' sem='2'>soleil</st> est <st id='st.visible' sense='ls:fr:node:33674' sem='1'>visible</st>
		dans <st id='st.ciel' sense='ls:fr:node:26766' sem='2'>ciel</st>
		</pc>

		<pc id='pc2' anchor='st.visible' role='result' dom='st.causer'>
		ce qui <st id='st.causer' sem='0'>cause</st> une grande <st id='st.luminosité' sense='ls:fr:node:50765' sem='2'>luminosité</st>
		<wc>et de la <st id='st.chaleur' sense='ls:fr:node:48593' sem='2'>chaleur</st></wc> en <ap coref='a1'>$1</ap>
		</pc>

	</assert>

</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>


	
	
		<p class='cc'>
			
			<a href='openSens/ls:fr:node:45960' style='text-decoration:none;'><span class='st'>temps</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> dans le lieu <span style='font-family:courier;font-size:13px;'>$1</span>
			<span style='font-weight:bold;'>(</span>qui a un effet sur l’individu <span style='font-family:courier;font-size:13px;'>$2</span><span style='font-weight:bold;'>)</span>
			 
		</p>

		<p class='assert_pc'>
		tel que le <a href='openSens/ls:fr:node:55064' style='text-decoration:none;'><span class='st'>soleil</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> est <a href='openSens/ls:fr:node:33674' style='text-decoration:none;'><span class='st'>visible</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		dans <a href='openSens/ls:fr:node:26766' style='text-decoration:none;'><span class='st'>ciel</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>

		<p class='assert_pc'>
		ce qui <span style='font-family:courier;font-size:13px;'>cause</span> une grande <a href='openSens/ls:fr:node:50765' style='text-decoration:none;'><span class='st'>luminosité</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		<span style='font-weight:bold;'>(</span>et de la <a href='openSens/ls:fr:node:48593' style='text-decoration:none;'><span class='st'>chaleur</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a><span style='font-weight:bold;'>)</span> en <span style='font-family:courier;font-size:13px;'>$1</span>
		</p>

	


</body>
</html>
"
"ls:fr:node:45442"	"<definiens>
	<df-semanteme>
		<presup>
			<pc id='pc1' anchor='scc1' role='context'><ap id='ap1'>$1</ap> ayant produit Alpha qui a un certain contenu informationnel</pc>
		</presup>
		<assert>
			<cc id='cc'>
				<scc id='scc1'>
				<ap id='ap2' coref='ap1'>$1</ap> ajoute  <ap id='ap3'>$2</ap> au contenu informationnel de Alpha
				</scc>
			</cc>
			<pc id='pc2' anchor='scc1' role='evaluation'>cet ajout est superflu</pc>
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	
		
			<p class='presup_pc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$1</span> ayant produit Alpha qui a un certain contenu informationnel</span></p>
		
		
			<p class='cc'>
				
				<span style='font-family:courier;font-size:13px;'>$1</span> ajoute  <span style='font-family:courier;font-size:13px;'>$2</span> au contenu informationnel de Alpha
				
			</p>
			<p class='assert_pc'>cet ajout est superflu</p>
		
	
</body>
</html>
"
"ls:fr:node:47109"	"<definiens>
	<df-semanteme>
		<presup>
			<pc id='pc1' anchor='scc' role='context'>
				<ap id='a4' coref='a2'>$2</ap> étant en train d’exprimer des idées Alpha
			</pc>
		</presup>
		<assert>
			<cc id='cc'>
				<scc id='scc'>
				<ap id='a1'>$1</ap> fait taire <ap id='a2'>$2</ap>
				</scc>
			</cc>
			<pc id='pc2' anchor='scc' role='means'>
				en disant <ap id='a3'>$3</ap> qui invalide Alpha
			</pc>
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	
		
			<p class='presup_pc'><span style='background-color:#DCDCDC;'>
				<span style='font-family:courier;font-size:13px;'>$2</span> étant en train d’exprimer des idées Alpha
			</span></p>
		
		
			<p class='cc'>
				
				<span style='font-family:courier;font-size:13px;'>$1</span> fait taire <span style='font-family:courier;font-size:13px;'>$2</span>
				
			</p>
			<p class='assert_pc'>
				en disant <span style='font-family:courier;font-size:13px;'>$3</span> qui invalide Alpha
			</p>
		
	
</body>
</html>
"
"ls:fr:node:48281"	"<definiens>
	<df-semanteme>
		<presup>
			<pc id='p1' anchor='scc' role='cause'><ap id='ap2' coref='ap1'>$1</ap> faisant l’activité Alpha de façon trop intense</pc>
		</presup>
		<assert>
			<cc id='cc'>
				<scc id='scc'>
				<ap id='ap1'>$1</ap> se met à faire Alpha de façon moins intense
				</scc>
			</cc>
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	
		
			<p class='presup_pc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$1</span> faisant l’activité Alpha de façon trop intense</span></p>
		
		
			<p class='cc'>
				
				<span style='font-family:courier;font-size:13px;'>$1</span> se met à faire Alpha de façon moins intense
				
			</p>
		
	
</body>
</html>
"
"ls:fr:node:48283"	"<definiens>
	<df-semanteme>
		<presup>
			<pc id='p1' anchor='scc' role='cause'><ap id='ap2' coref='ap1'>$1</ap> conduisant un véhicule automobile Alpha à une vitesse trop élevée</pc>
		</presup>
		<assert>
			<cc id='cc'>
				<scc id='scc'>
				<ap id='ap1'>$1</ap> se met à conduire à une vitesse plus basse
				</scc>
			</cc>
		</assert>
	</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
	
		
			<p class='presup_pc'><span style='background-color:#DCDCDC;'><span style='font-family:courier;font-size:13px;'>$1</span> conduisant un véhicule automobile Alpha à une vitesse trop élevée</span></p>
		
		
			<p class='cc'>
				
				<span style='font-family:courier;font-size:13px;'>$1</span> se met à conduire à une vitesse plus basse
				
			</p>
		
	
</body>
</html>
"
"ls:fr:node:48719"	"<!-- [$1] cadavre de $2 -->

<definiens>
<df-semanteme>

<assert>

<cc id='cc'>
<scc id='scc' dom='st.état'>
[<ap id='a1'>$1</ap>] quelque chose qui est un <st id='st.nouveau' sense='ls:fr:node:28511' sem='0'>nouvel</st> <st id='st.état' sense='ls:fr:node:27411' sem='2'>état</st> de <ap id='a2'>$2</ap>
</scc>
</cc>

<pc id='pc1' anchor='scc' role='state'>
qui est <st id='st.non_fonctionnel' sense='ls:fr:node:57164' sem='2'>non fonctionnel</st> par rapport à ce qu’était <ap coref='a2'>$2</ap>
</pc>

<pc id='pc2' anchor='scc' role='metaphor' dom='st.comme_si'>
<st id='st.comme_si' sem='0'>comme si</st> <ap coref='a1'>$1</ap> était le <st id='st.cadavre' sense='ls:fr:node:26599' sem='1'>cadavre</st> de <ap coref='a2'>$2</ap>
</pc>

</assert>

</df-semanteme>
</definiens>"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>




<p class='cc'>

[<span style='font-family:courier;font-size:13px;'>$1</span>] quelque chose qui est un <a href='openSens/ls:fr:node:28511' style='text-decoration:none;'><span class='st'>nouvel</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> <a href='openSens/ls:fr:node:27411' style='text-decoration:none;'><span class='st'>état</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de <span style='font-family:courier;font-size:13px;'>$2</span>

</p>

<p class='assert_pc'>
qui est <a href='openSens/ls:fr:node:57164' style='text-decoration:none;'><span class='st'>non fonctionnel</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> par rapport à ce qu’était <span style='font-family:courier;font-size:13px;'>$2</span>
</p>

<p class='assert_pc'>
<span style='font-family:courier;font-size:13px;'>comme si</span> <span style='font-family:courier;font-size:13px;'>$1</span> était le <a href='openSens/ls:fr:node:26599' style='text-decoration:none;'><span class='st'>cadavre</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> de <span style='font-family:courier;font-size:13px;'>$2</span>
</p>




</body>
</html>
"
"ls:fr:node:49270"	"<!-- chimie pratiquée par $1 -->

<definiens>
	<df-semanteme>	

		<assert>
		
               <cc id='cc'>
				<scc id='scc' dom='s1'>

				<st id='s1' sense='ls:fr:node:29349' sem='2'>science</st> pratiquée par l’individu <ap id='a1'>$1</ap>
				
				</scc>
			</cc>

		<pc id='pc1' anchor='scc' role='object'> 
		dont l’objet est l’étude de la <st id='s2' sense='ls:fr:node:28279' sem='2'>matière</st> et de ses 
		<st id='s3' sense='ls:fr:node:48456' sem='2'>transformations</st> au niveau <st id='s4' sense='ls:fr:node:56734' sem='2'>submicroscopique</st>
		</pc>
	
		</assert>
	</df-semanteme>
</definiens>
"	"<!DOCTYPE html PUBLIC '-//W3C//DTD HTML 4.01 Transitional//EN' 'http://www.w3.org/TR/html4/loose.dtd'>
<html>
<head>
<meta http-equiv='Content-Type' content='text/html; charset=utf-8'>
<title>Définition</title>
</head>
<body>
		

		
		
               <p class='cc'>
				

				<a href='openSens/ls:fr:node:29349' style='text-decoration:none;'><span class='st'>science</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> pratiquée par l’individu <span style='font-family:courier;font-size:13px;'>$1</span>
				
				
			</p>

		<p class='assert_pc'> 
		dont l’objet est l’étude de la <a href='openSens/ls:fr:node:28279' style='text-decoration:none;'><span class='st'>matière</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> et de ses 
		<a href='openSens/ls:fr:node:48456' style='text-decoration:none;'><span class='st'>transformations</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a> au niveau <a href='openSens/ls:fr:node:56734' style='text-decoration:none;'><span class='st'>submicroscopique</span><span class='vocable_subscript'></span><span class='vocable_superscript'></span></a>
		</p>
	
		
	
</body>
</html>
"
