name,POS,lexical_function,targets,example,group_id
souk,nom,Syn,['désordre'],"...faites dans mon placard, et me dire qui a mis le souk dans ma chambre ?",souk||nom||Syn
aéronef,nom,Syn,['véhicule volant'],"...son hélicoptère, posé à 15 h 25. Les autres aéronefs transportant les services de sécurité et de nombreux généraux et officiers se...",aéronef||nom||Syn
fouille,nom,V_0,['fouiller'],"...sensible, Nasium est strictement interdit à toute fouille non-autorisée, avec ou sans appareil et que la surveillance y sera désormais...",fouille||nom||V_0
adoration,nom,V_0,['adorer'],Elle m’a écrit que t’avais une sainte adoration pour moi et ça m’a remué.,adoration||nom||V_0
mention,nom,V_0,['mentionner'],...se présentait dans notre couple : la seule mention d’un enfant possible me jetait dans un état d’angoisse épouvantable.,mention||nom||V_0
frappe,nom,V_0,['frapper'],"On décida alors de limiter la frappe des pièces d’argent, puis de suspendre temporairement, et enfin définitivement,...",frappe||nom||V_0
recueillement,nom,V_0,['se recueillir'],...et quand tout semble terminé elle demande le recueillement pour la prière du soir.,recueillement||nom||V_0
ralentissement,nom,V_0,['ralentir'],...réduction de largeur des sillons jointe au ralentissement de la vitesse de rotation ont permis d’augmenter considérablement la durée d’écoute...,ralentissement||nom||V_0
appel,nom,V_0,['appeler'],"...s’il n’avait entendu, par intermittence, l’appel de sa mère.",appel||nom||V_0
atteinte,nom,V_0,['atteindre'],"...l’entraînait vers un puits de somnolence, hors d’atteinte, hors de portée de Dieu, et ses yeux n’étaient plus reliés à la pensée.",atteinte||nom||V_0
opératoire,adjectif,V_0,['opérer'],"...long pour des soins en cancérologie, chirurgie opératoire, externalisation du patient en psychiatrie), tout cela en raison de priorité...",opératoire||adjectif||V_0
piétinement,nom,V_0,['piétiner'],...pieds dans la neige tassée ou fondue par le piétinement.,piétinement||nom||V_0
cuisine,nom,V_0,['cuisiner'],"...que l’on peut en tirer : hygiène alimentaire, cuisine, économie domestique, entretien et organisation de la maison — étude du budget...",cuisine||nom||V_0
fabrication,nom,V_0,['fabriquer'],"...chaussures ; les artisans du vêtement, de la fabrication des meubles, tenaient leur place ; des tailleurs ont exercé dans les villages...",fabrication||nom||V_0
examen,nom,V_0,['examiner'],"Elle n’a jamais aimé l’examen des C.V., le sourire timide des impétrants impeccablement habillés.",examen||nom||V_0
remplacement,nom,V_0,['remplacer'],"C’est à cette époque que fut entrepris le remplacement du pavage de grès, trop sonore sous les fers des chevaux et les cercles de fer...",remplacement||nom||V_0
tirage,nom,V_0,['tirer'],"...travaillons la saisie du kimono, les placements, le tirage de la manche et le déséquilibre ainsi que la projection de son début jusqu’à...",tirage||nom||V_0
course,nom,V_0,['courir'],"...sautant, courant, se courbant, reprenant sa course avec une agilité surprenante pour son âge et son embonpoint.",course||nom||V_0
insistance,nom,V_0,['insister'],"Elle le dit. Elle le répète même avec insistance, où perce un certain goût de jouer les victimes. Nul ne la complimente impunément...",insistance||nom||V_0
dialogue,nom,V_0,['dialoguer'],...comme s’il était gêné par le ton que prend leur dialogue — devant un tiers.,dialogue||nom||V_0
séjour,nom,V_0,['séjourner'],"...retour de Marceau en juillet coïncida avec un séjour à Paris de Julienne, la nièce de l’oncle Henri, et de son mari, un jeune sous-lieutenant...",séjour||nom||V_0
émigration,nom,V_0,['émigrer'],...rive sud de la Méditerranée pour contenir l’émigration illégale vers l’Europe ».,émigration||nom||V_0
érotisation,nom,V_0,['érotiser'],"...politisation de l’érotisme, qui conduira à une érotisation de la politique.",érotisation||nom||V_0
dégradation,nom,V_0,"['se dégrader', 'dégrader']","...travaux d’automatisation des écluses, et des dégradations possibles avec le passage de camions et des engins de chantier, le revêtement...",dégradation||nom||V_0
depuis,préposition,V_0,['commencer'],"Depuis la mémorable veste que ton grand-père a ramassée aux dernières élections, ils...",depuis||préposition||V_0
compassion,nom,V_0,['compatir'],...de Noël lui rend visite au Canada. Mais la compassion de Francis pour sa grand-mère va se briser en morceaux l‘instant suivant lorsqu’elle...,compassion||nom||V_0
partage,nom,V_0,['partager'],"...aîné, victime d’une querelle ancestrale pour le partage des terres.",partage||nom||V_0
fin,nom,V_0,"['finir', 'se finir']","Nous sommes à la fin des guerres de religion et se pose, dans l’Est la question de l’évolution du...",fin||nom||V_0
collant,adjectif,V_0,['coller'],"...casse-bonbons, la questionneuse imbécile et collante, qui, lasse de recevoir des vannes de notre côté, fait causette avec qui veut...",collant||adjectif||V_0
gribouillage,nom,V_0,['gribouiller'],"...sinueuses branches de lierre d’une rocaille, gribouillage rapide.",gribouillage||nom||V_0
envoi,nom,V_0,['envoyer'],Limiter les envois d’argent et de colis de la part des Cubains vivant aux USA aux seuls parents...,envoi||nom||V_0
contestation,nom,V_0,['contester'],"Quand il y a contestation d’une décision, les magistrats doivent dire le droit comme l’a voulu le législateur.",contestation||nom||V_0
diffusion,nom,V_0,"['se diffuser', 'diffuser']","...nouvelles voies de communication électronique, une diffusion en direct et en continu de données orales et visuelles... Le chercheur qui s’intéresse...",diffusion||nom||V_0
tentation,nom,V_0,['tenter'],"...aussi les assiettes, afin que nul n’ait la tentation de jeûner ostensiblement.",tentation||nom||V_0
animation,nom,V_0,['animer'],"Le soir, quand il fait beau, il y a grande animation : ces joueurs arabes que traque la police lorsqu’ils improvisent avec des planches...",animation||nom||V_0
provocation,nom,V_0,['provoquer'],...de Berlin-Ouest pour faire obstacle à toute provocation venant de l’extérieur. Ces frontières ne peuvent plus être franchies par les...,provocation||nom||V_0
accomplissement,nom,V_0,"['accomplir', 's’accomplir']","...jours et de ses nuits, en famille ou dans l’accomplissement de ses tâches quotidiennes.",accomplissement||nom||V_0
consolation,nom,V_0,['consoler'],"...mais sans conviction, comme si toute consolation était inutile.",consolation||nom||V_0
démonstration,nom,V_0,['démontrer'],"...on énonce un théorème, comment on rédige une démonstration.",démonstration||nom||V_0
raccompagnement,nom,V_0,['raccompagner'],"...détente dans la salle à l’étage du Monsey, raccompagnement à l’école à 13h20.",raccompagnement||nom||V_0
arrivé,adjectif,V_0,['arriver'],"...Marc, vivant ou mort. Pour savoir ce qui était arrivé. Pour pouvoir le cas échéant faire un deuil.",arrivé||adjectif||V_0
râlement,nom,V_0,['râler'],"...cri qui n’a jamais percé et se résout en un râlement d’impuissance, l’effort pour le sortir ayant crispé les tendons de son cou,...",râlement||nom||V_0
adoption,nom,V_0,['adopter'],...disposition interdisant la survenance d’enfants (par adoption ou par procréation assistée) au sein de couples « pacsés » de même sexe.,adoption||nom||V_0
plage,nom,V_0,['plager'],"...promenades, à présent, comme Aimery ; elle déteste la plage, comme lui.",plage||nom||V_0
prévision,nom,V_0,['prévoir'],...mêmes des techniques de recherche faussent la prévision des comportements réels.,prévision||nom||V_0
amputation,nom,V_0,['amputer'],"...bras, ces coulures de plâtre sur le torse, l’amputation de la main gauche au temps de la Révolution, cette fissure dans la fesse droite,...",amputation||nom||V_0
action,nom,V_0,['agir'],Aucun verre ne résiste à l’action des bases alcalines et de leurs carbonates. Rappelons que précisément cette...,action||nom||V_0
coup de foudre,locution nominale,V_0,['s’éprendre'],"J’ai eu le coup de foudre pour Claire Pic : cette toute jeune adolescente était si intelligente, si sensible...",coup de foudre||locution nominale||V_0
aboiement,nom,V_0,['aboyer'],"...caquètements des animaux de la ferme des D., les aboiements de « Poupette » et « Stella » saluent l’arrivée de tout visiteur.",aboiement||nom||V_0
morsure,nom,V_0,['mordre'],"...moi contre le picotement des brindilles, les morsures acides des minuscules fourmis ; et je lisais.",morsure||nom||V_0
jugement,nom,V_0,['juger'],...devraient avoir pour conséquence d’accélérer le jugement de ces accusés.,jugement||nom||V_0
rangement,nom,V_0,['ranger'],"...que le hasard seul semble avoir présidé au rangement des ouvrages, qui ne sont classés ni par ordre alphabétique, thématique ou chronologique,...",rangement||nom||V_0
règne,nom,V_0,['régner'],"...les vilaines maisons, la fin des forêts, le règne de l’argent, la dégradation de la pierre et des ardoises sur les toits, tout...",règne||nom||V_0
création,nom,V_0,['créer'],"...aux autres la copie, la distribution et la création de produits dérivés.",création||nom||V_0
taille,nom,V_0,['tailler'],"J’achète des brassières en coton taille 1 mois, qui me paraissent intuitivement beaucoup trop petites pour lui, mais...",taille||nom||V_0
écoute,nom,V_0,['écouter'],"...lesquelles alternent des activités différentes (écoute, prise de parole, échanges spontanés et jeux) pour acquérir un premier vocabulaire,...",écoute||nom||V_0
intégration,nom,V_0,['s’intégrer'],"...cycles, amélioration de l’oral à la maternelle, intégration des BCD et des CDI dans les techniques pédagogiques, éducation à l’image, l’action...",intégration||nom||V_0
refroidissement,nom,V_0,['refroidir'],"...constater que dans les bacs servant aux forges au refroidissement des boissons, l’eau était non potable ».",refroidissement||nom||V_0
début,nom,V_0,['débuter'],"Pour éviter le début d’incendie sur ce camion qui était chargé de cartons, les pompiers ont pris...",début||nom||V_0
hachage,nom,V_0,['hacher'],...sont des machines polyvalentes destinées au hachage fin et grossier de produits frais et surgelés.,hachage||nom||V_0
gaspillage,nom,V_0,['gaspiller'],"...Indochine — sans doute y a-t-il encore — des gaspillages, des crédits mal employés, des trafics coûteux qui devraient être réprimés....",gaspillage||nom||V_0
aggravation,nom,V_0,"['s’aggraver', 'aggraver']","...aujourd’hui dans la pratique de tous les pays : aggravation des peines des récidivistes, incrimination des tentatives, suppression des peines...",aggravation||nom||V_0
participation,nom,V_0,['participer'],"La participation des marcheurs à la marche est gratuite. Chaque jour, les marcheurs partent d’une...",participation||nom||V_0
aplatissement,nom,V_0,"['s’aplatir', 'aplatir']","...(voir plus loin) a été réalisé par l’aplatissement au marteau des extrémités des fils, derrière les plaques d’ancrage.",aplatissement||nom||V_0
traduction,nom,V_0,['traduire'],"Elle lui confie la traduction d’un rapport de l’Unesco, portant sur la notion de vie privée. Il rédige aussi...",traduction||nom||V_0
apparition,nom,V_0,['apparaître'],...dents) étaient des causes favorisantes de l’apparition de la maladie.,apparition||nom||V_0
grognement,nom,V_0,['grogner'],"...Avant même d’entendre les meuglements, les grognements, les hennissements ou les caquètements des animaux de la ferme des D., les aboiements...",grognement||nom||V_0
drague,nom,V_0,['draguer'],...qu’est-ce que vous lisez » qui prélude à la drague. Il n’y a que deux cas de figure : le séducteur a soit la trogne du demi-crétin...,drague||nom||V_0
taxation,nom,V_0,['taxer'],...réglementation du commerce des grains et la taxation qui mettraient un frein à l’expansion capitaliste : il menaçait l’aristocratie...,taxation||nom||V_0
attestation,nom,V_0,['attester'],"...sont délivrés par le conseil académique sur l’attestation des chefs d’établissement où le stage aura été accompli ; le ministre, sur la...",attestation||nom||V_0
surveillance,nom,V_0,['surveiller'],"...fallu moins de deux heures de cuisson, avec une surveillance de chaque instant pour vérifier que la pâte levait correctement en prenant la...",surveillance||nom||V_0
établissement,nom,V_0,['établir'],"...conditions, des prêts par le crédit agricole pour l’établissement de clôtures dans les régions où le gardiennage est la règle courante.",établissement||nom||V_0
divagation,nom,V_0,['divaguer'],...paysage que par quelques clôtures limitant la divagation du bétail.,divagation||nom||V_0
énumératif,adjectif,V_0,['énumérer'],"Ma réponse aurait été énumérative, de la forme suivante, par exemple : « On peut travailler pour vivre, on peut...",énumératif||adjectif||V_0
dépréciation,nom,V_0,['déprécier'],Lorsqu’il y a une dépréciation les éléments de l’actif sont dépréciés pour cela on enregistre son montant au...,dépréciation||nom||V_0
pourriture,nom,V_0,['pourrir'],D’autres champignons causent des pourritures rendant la partie attaquée impropre à tous emplois.,pourriture||nom||V_0
atteignable,adjectif,V_0,['atteindre'],Le sommet est atteignable uniquement à pieds grâce à un sentier de montagne accessible.,atteignable||adjectif||V_0
apaisement,nom,V_0,"['s’apaiser', 'apaiser']","...maudire ma destinée de citadin, je trouve un apaisement à vivre les métaphores de l’océan.",apaisement||nom||V_0
bise,nom,V_0,['biser'],"...m’embrassait sur le museau, me posait là une petite bise, j’éternuais.",bise||nom||V_0
report,nom,V_0,['reporter'],"...motif grave), deux solutions sont proposées : report à des dates ultérieures des journées non réalisées, ou cessation complète de...",report||nom||V_0
occupation,nom,V_0,['occuper'],"...vingt-quatre heures, le Parti n’a pas condamné l’occupation de la Tchécoslovaquie, je me suicide.",occupation||nom||V_0
récolte,nom,V_0,['récolter'],...parfois avec les feuilles vertes pour prouver la récolte à maturité sans verdissement.,récolte||nom||V_0
possession,nom,V_0,['posséder'],"...Détournement de mineure. Recel de drogue et possession d’armes, dont une, au moins, a servi dans l’assassinat d’une jeune fille, Leila...",possession||nom||V_0
attrapeur,nom,V_0,['attraper'],"...équipe de deux personnes : le tondeur et l’attrapeur. L’attrapeur, comme son nom l’indique, saisit l’animal, le présente assis au...",attrapeur||nom||V_0
pique-nique,nom,V_0,['pique-niquer'],"Quelques jours après mon arrivée, un vaste pique-nique réunit sur les bords de l’Adour toutes les familles bien de la région.",pique-nique||nom||V_0
insulte,nom,V_0,['insulter'],"...poussèrent, épaule contre épaule, en échangeant des insultes variées comme « peau d’hareng », « tête de lard » ou « fleur de nave ».",insulte||nom||V_0
espionnage,nom,V_0,['espionner'],"...malgré la brutalité des méthodes policières — espionnage et répression, — il n’y ait pas eu davantage de violences.",espionnage||nom||V_0
échange,nom,V_0,['échanger'],"...de chambre ou cocher, venant procéder à un échange, linge porté contre linge blanchi, « Jourdain et Legeai » ne confiant la lessive...",échange||nom||V_0
berçant,adjectif,V_0,['bercer'],"...vivante, vigoureuse et en même temps calme, douce, berçante. Elle est la matière première, dont la symbolique universelle évoque la renaissance,...",berçant||adjectif||V_0
brossage,nom,V_0,['brosser'],"...dernièrement un nettoyage à la vapeur accompagné de brossage, et ces opérations ont donné de bons résultats.",brossage||nom||V_0
déjeuner,nom,V_0,['déjeuner'],"Tu prépares le déjeuner : consommé aux croûtons à l’ail, épaule d’agneau rôtie à l’ail, flageolets,...",déjeuner||nom||V_0
coucher,nom,V_0,['se coucher'],...sévère pour qu’il n’y ait aucun chahut après le coucher.,coucher||nom||V_0
grommellement,nom,V_0,['grommeler'],J’entends un vague grommellement et des pas traînants qui s’éloignent dans le couloir.,grommellement||nom||V_0
chute,nom,V_0,"['chuter', 'tomber']","C’est une chute idiote. Je manque une marche, me foule la cheville, me cogne la tête en tombant...",chute||nom||V_0
promenade,nom,V_0,['se promener'],"...l’air épaissi par les cigares, et proposait une promenade sur le môle.",promenade||nom||V_0
tenue,nom,V_0,['se tenir'],"...garder un maintien intérieur, une certaine tenue qui ne serait pas sans influer sur son état d’âme.",tenue||nom||V_0
commémoration,nom,V_0,['commémorer'],"...qu’elle rédige dans les années 1950, pour une commémoration quelconque du Parti, mène des geôles de Pilsudski aux rafles de l’Occupation.",commémoration||nom||V_0
causation,nom,V_0,['causer'],"...procèdent gradatim, et le temps, qui dévoile la causation, est le « père de toute vérité ».",causation||nom||V_0
stationnement,nom,V_0,['se stationner'],...sont toujours en cours d’organisation ; le stationnement des motos et des cars de tourisme ainsi que les taxis posent encore problème...,stationnement||nom||V_0
toilette,nom,V_0,['toiletter'],"...You, le fais boire, le panse, et commence sa toilette pour dimanche : je compte lui désépaissir la crinière, bien trop abondante (je...",toilette||nom||V_0
évaluation,nom,V_0,['évaluer'],Toutes les méthodes d’évaluation se ramènent à deux approches : une approche financière et analytique du bien...,évaluation||nom||V_0
invitation,nom,V_0,['inviter'],"J’accepte par curiosité la première invitation à dîner chez des gens dont je sais par avance qu’ils m’ennuieront, mais je décline...",invitation||nom||V_0
aération,nom,V_0,['aérer'],"...magnifique four à pain, un ingénieux système d’aération étudié pour faciliter la circulation de l’air dans les sous-sols, des entrées...",aération||nom||V_0
saignement,nom,V_0,['saigner'],"...symptômes possibles du placenta praevia sont les saignements, les douleurs et les contractions utérines.",saignement||nom||V_0
application,nom,V_0,['appliquer'],"...assez violemment malade, bronchite non asthme. Application de cataplasmes, absorption d’éphédrine, de sirop Rami.",application||nom||V_0
sculptural,adjectif,V_0,['sculpter'],"Une centaine de représentations picturales ou sculpturales du visage d’un personnage biblique, de pays et d’époques différentes, sont photographiées...",sculptural||adjectif||V_0
ajout,nom,V_0,['ajouter'],Les macro Word permettent de faciliter l’ajout de métadonnées et / ou de structuration dans le corps du texte.,ajout||nom||V_0
fonctionnement,nom,V_0,['fonctionner'],...Pensez-y avant d’embarquer dans le tram. Le fonctionnement des automates est contrôlé régulièrement pour répondre aux exigences de qualité...,fonctionnement||nom||V_0
vieillissement,nom,V_0,['vieillir'],"...continue, de ta respiration, de ton pas, de ton vieillissement.",vieillissement||nom||V_0
hoquet,nom,V_0,['hoqueter'],"...j’allais à l’agence pour l’emploi, j’avais le hoquet.",hoquet||nom||V_0
guet,nom,V_0,['guetter'],"Pendant que le rottweiler faisait le guet, un second était derrière la porte de la terrasse, et, au dernier soubresaut...",guet||nom||V_0
enroulement,nom,V_0,['s’enrouler'],"...se noie les jambes tirées vers le bas par l’enroulement de longues algues lianes, marée montante qui vous cerne au pied d’une paroi...",enroulement||nom||V_0
plongeon,nom,V_0,['plonger'],"...qu’ils ont prévu de réaliser. « Il y a des plongeons que je ne souhaiterais pas effectuer », avoue Oumedjkane.",plongeon||nom||V_0
réservation,nom,V_0,['réserver'],Votre réservation est immédiatement à l’hôtel et dans le système de réservation de l’hôtel. Le...,réservation||nom||V_0
comparaison,nom,V_0,['comparer'],"...conversation roulait sur les voitures et la comparaison des marques, le projet de faire construire ou d’acheter de l’ancien, les dernières...",comparaison||nom||V_0
récompense,nom,V_0,['récompenser'],"...habitants environ, classé trois fleurs. Une récompense méritée lorsqu’on voit les efforts développés par les habitants pour mettre...",récompense||nom||V_0
friture,nom,V_0,['frire'],"...région, chrétienne, musulmane et juive, est la friture des aliments.",friture||nom||V_0
moquerie,nom,V_0,['se moquer'],"...dédiait un clin d’œil à Olivier, lui glissait une moquerie à l’oreille, avouait qu’elle aimait bien les gens.",moquerie||nom||V_0
courre,nom,V_0,"['courre', 'courir']","...garennes, et tout à coup Tiffauges comprit que la courre avait cessé, et que l’animal forcé faisait face, car s’il entendait toujours...",courre||nom||V_0
différent,adjectif,V_0,['différer'],"...cran, si nous voulons la porter à un niveau différent de celui où l’Europe l’a manifestée, alors, il faut inventer, il faut découvrir.",différent||adjectif||V_0
indignation,nom,V_0,['s’indigner'],"...cette proposition du chef indien, le rouge de l’indignation empourpra le visage du chasseur.",indignation||nom||V_0
nationalisation,nom,V_0,['nationaliser'],Il réclame la nationalisation de la Banque de France pour mettre fin à la tutelle que ses dirigeants exercent...,nationalisation||nom||V_0
garantie,nom,V_0,['garantir'],"La Garantie Mécanique : Cette garantie couvre votre véhicule (auto, moto, camping-car, neuf...",garantie||nom||V_0
augmentation,nom,V_0,['augmenter'],"Le Nouvel Obs fournit en preuve une liste d’augmentation de prix qui donne objectivement le tournis : + 42 % pour les steaks hachés,...",augmentation||nom||V_0
habitation,nom,V_0,['habiter'],"À la fois ferme, bergerie et maison d’habitation, elle était inoccupée depuis des années.",habitation||nom||V_0
immobilisation,nom,V_0,['immobiliser'],"...au moyen d’éthylotests, et de procéder à des immobilisations de véhicules et des mises en fourrière sur ordre du chef de police qui détient...",immobilisation||nom||V_0
tintement,nom,V_0,['tinter'],"...soulevés au crochet, le tic-tac de l’horloge, le tintement d’un grelot de vélo dans la cour, et le craquement de la croûte du pain sous...",tintement||nom||V_0
croyance,nom,V_0,['croire'],"Car Gabrielle n’avait aucune croyance en une force surnaturelle, en un prince des ténèbres acharné au malheur des...",croyance||nom||V_0
réduction,nom,V_0,['réduire'],...stabilité monétaire la conduit à préconiser la réduction des dépenses publiques.,réduction||nom||V_0
favorable,adjectif,V_0,['favoriser'],...afin de réunir dès le départ les conditions favorables pour la vie commune des membres de l’assemblée municipale et pour l’autorité...,favorable||adjectif||V_0
tissage,nom,V_0,['tisser'],"...à dos de chameau, des stages de poterie, de tissage ou de sparterie, de l’expression corporelle et du training autogène.",tissage||nom||V_0
inquiétude,nom,V_0,"['inquiéter', 's’inquiéter']","...contemplait le visage inconnu de cette femme, et une inquiétude, un doute s’emparèrent de lui ; il eut envie d’en savoir davantage, sur cette...",inquiétude||nom||V_0
enlaidissement,nom,V_0,"['enlaidir', 's’enlaidir']",...laquait abondamment. J’assistais de la porte à l’enlaidissement de ma mère.,enlaidissement||nom||V_0
retrait,nom,V_0,['retirer'],...ne pas recevoir une amende accompagnée d’un retrait de points sur leur permis de conduire.,retrait||nom||V_0
rafraîchissement,nom,V_0,['rafraîchir'],...d’ajouter une couverture à mon lit en invoquant un rafraîchissement de la température.,rafraîchissement||nom||V_0
menace,nom,V_0,['menacer'],"...scandaleux des réfugiés en Jordanie, et aussi d’une menace de destruction prodiguée contre Israël.",menace||nom||V_0
héliportage,nom,V_0,['héliporter'],"Un héliportage de la victime vers le centre hospitalier de Dijon a été envisagé puis abandonné,...",héliportage||nom||V_0
raccommodage,nom,V_0,['raccommoder'],"...doubler L’Angevine d’un SOS Couture assurant le raccommodage express, la retouche, le stoppage et autres travaux d’aiguille à façon pour...",raccommodage||nom||V_0
dénonciation,nom,V_0,['dénoncer'],"...bonne conduite et sa discrétion. Mais, sur dénonciation, il découvre qu’il est chrétien.",dénonciation||nom||V_0
détente,nom,V_0,['se détendre'],"...des qualités exceptionnelles de vitesse, de détente, de coordination, de force, de souplesse.",détente||nom||V_0
réception,nom,V_0,['recevoir'],"Après la réception de cette lettre, nous avons fait un tour à Garches, et nous avons longuement...",réception||nom||V_0
approvisionnement,nom,V_0,['approvisionner'],"...frigidaire, pas de télévision, pas de téléphone, l’approvisionnement en nourriture et en produits courants était très limité, faire la lessive était...",approvisionnement||nom||V_0
admission,nom,V_0,['admettre'],"...tard, lorsque nous apprîmes la nouvelle de son admission au Capes, Jérôme arriva chez moi, une bouteille de champagne sous le bras.",admission||nom||V_0
simplification,nom,V_0,['simplifier'],"À partir des années 1920, avec la simplification du vêtement féminin dont Chanel est en quelque sorte le symbole, la mode devient...",simplification||nom||V_0
rencontre,nom,V_0,['rencontrer'],"Pierre Mendès France me disant, hasard d’une rencontre dans le train qui nous conduisait d’Avignon à Paris, vous savez, on ne fait...",rencontre||nom||V_0
débit,nom,V_0,['débiter'],Dans le débit d’un bois cadrané on est contraint d’éliminer les parties intéressées par les...,débit||nom||V_0
cambriolage,nom,V_0,['cambrioler'],"Pour l’heure, la thèse du cambriolage qui tourne mal était celle retenue par la police.",cambriolage||nom||V_0
manifestation,nom,V_0,"['se manifester', 'manifester']",La manifestation de leur opposition à cette réforme n’est pas le résultat d’une incompréhension...,manifestation||nom||V_0
rasage,nom,V_0,['raser'],"...peau bien préparée au passage du rasoir et d’1 rasage tout en douceur (peut aussi être utilisé pour rasage des aisselles, jambes et...",rasage||nom||V_0
aplatissage,nom,V_0,['aplatir'],"Les céréales peuvent être fractionnées (aplatissage, concassage) ou traitées thermiquement (cuisson, extrusion, expansion...) mais...",aplatissage||nom||V_0
crachement,nom,V_0,['cracher'],"...de janvier, quand il fut pris d’un soudain crachement de sang ; la tête lui tourna ; il s’appuya au dossier de son siège et ferma...",crachement||nom||V_0
extraction,nom,V_0,['extraire'],L’extraction dentaire est l’arrachement d’une dent par le dentiste.,extraction||nom||V_0
démission,nom,V_0,['démissionner'],"...sont hostiles au gouvernement donneraient leur démission, pour empêcher que le quorum soit atteint au Parlement, l’obliger à procéder...",démission||nom||V_0
saisie,nom,V_0,['saisir'],...les documents nécessaires à la saisie des informations pour un ou plusieurs services de l’entreprise. Effectue l’enregistrement...,saisie||nom||V_0
protestataire,adjectif,V_0,['protester'],"...Ce n’était pas une manifestation protestataire, mais la marche d’une foule immense, joyeuse, inconsciente, de la place de la Concorde...",protestataire||adjectif||V_0
visée,nom,V_0,['viser'],Les organes de l’arme permettant la visée sont : la hausse située en arrière du canon et le guidon placé à son extrémité...,visée||nom||V_0
concentration,nom,V_0,"['concentrer', 'se concentrer']",C’est lui ensuite qui organise la concentration des forces françaises nécessaires à l’invasion 765.,concentration||nom||V_0
virage,nom,V_0,['virer'],"Quand l’avion décolle et amorce son virage sur la baie d’un bleu très sombre, je cherche des yeux le restaurant à poissons...",virage||nom||V_0
conservation,nom,V_0,['conserver'],"...signe d’une mauvaise qualité ou d’une mauvaise conservation, la cristallisation, aussi appelé « givre », est au contraire l’indice d’une...",conservation||nom||V_0
recrutement,nom,V_0,['recruter'],"...à Marie-Thérèse, qui a, dans son cabinet de recrutement, une antenne « chasse de tête ».",recrutement||nom||V_0
claudication,nom,V_0,['claudiquer'],"...été blessé à la jambe, il exagérait alors sa claudication et répétait qu’il se rendrait la semaine suivante à l’intendance pour toucher...",claudication||nom||V_0
réunion,nom,V_0,['se réunir'],"Lorsque, à une réunion de rédaction, quelqu’un avait envisagé de pondre quelque chose sur la chirurgie...",réunion||nom||V_0
abandon,nom,V_0,"['abandonner', 's’abandonner']","Et que, deux ans plus tard (1973), l’abandon de ma langue maternelle a été accompagné d’un abandon analogique du piano.",abandon||nom||V_0
kidnapping,nom,V_0,['kidnapper'],"...nouvelle de rien. Nous avons pensé un moment à un kidnapping, mais aucune trace pour le prouver, en Union soviétique on n’enlève pas comme...",kidnapping||nom||V_0
encouragement,nom,V_0,['encourager'],"...tambours, des applaudissements, des cris d’encouragement fusaient des tribunes.",encouragement||nom||V_0
travail,nom,V_0,['travailler'],"...l’impression que tout est parfait, ici. Et le travail a l’air d’avancer...",travail||nom||V_0
contrôle,nom,V_0,['contrôler'],"...local syndical, avec urnes démocratiques et contrôle des cartes d’étudiants.",contrôle||nom||V_0
rapprochement,nom,V_0,['se rapprocher'],"...de Caroline et d’un inconnu. Je guettais le rapprochement de leurs corps, de leurs visages, mais la plupart du temps les deux ombres se...",rapprochement||nom||V_0
emprisonnement,nom,V_0,['emprisonner'],"...je me suis énervé ». Condamné à cinq ans d’emprisonnement pour viol par la cour d’assises des mineurs, le prévenu avoue absorber une à...",emprisonnement||nom||V_0
évacuation,nom,V_0,['évacuer'],...relation entre la sécrétion de la sueur et l’évacuation de l’urine et des selles.,évacuation||nom||V_0
mise,nom,V_0,['mettre'],"...transport en plusieurs temps, très compliqué. La mise dans le sac. La descente de l’escalier, deux étages. Les adieux à Cahin-caha,...",mise||nom||V_0
enregistrement,nom,V_0,['enregistrer'],...en l’an 2000. Il dispose de seize bureaux d’enregistrement des bagages et de trois tapis diplodocus.,enregistrement||nom||V_0
appropriation,nom,V_0,['s’approprier'],...Il n’est punissable qu’en tant qu’il vise l’appropriation du bien d’autrui.,appropriation||nom||V_0
exécution,nom,V_0,['exécuter'],"...complexité des commandes et leur rapidité d’exécution, on passe à la télécommande des navires, des chars, des avions et enfin des...",exécution||nom||V_0
instruction,nom,V_0,['instruire'],"...bien claire la nécessité d’accomplir dans l’instruction publique la même révolution que dans tout le reste de nos institutions, et il...",instruction||nom||V_0
inondation,nom,V_0,['inonder'],"À la suite des inondations, l’île d’Esch plus qu’à l’habitude s’est transformée en véritable lac.",inondation||nom||V_0
kidnappage,nom,V_0,['kidnapper'],"...le parricide est habituel, il en arrive au « kidnappage » du fils de Robert le Pieux qu’on avait fait passer pour un monstre (parenthèses...",kidnappage||nom||V_0
disposition,nom,V_0,"['disposer', 'se disposer']","...dans une maison si un piano n’y était pas à sa disposition —, séducteur, et j’espère dangereux : il avait l’œil rapide.",disposition||nom||V_0
aboutissement,nom,V_0,['aboutir'],...parvenir à M. Churchill et à Lord Halifax. L’aboutissement fut l’accord du 7 août 1940.,aboutissement||nom||V_0
habillement,nom,V_0,"['s’habiller', 'habiller']","...nouer son turban. C’était l’opération, dans l’habillement, la plus longue, difficile et douloureuse.",habillement||nom||V_0
atermoiement,nom,V_0,['atermoyer'],"...surtout, de manifester mon inquiétude devant les atermoiements, les manœuvres, les campagnes de désinformation et d’intoxication (sources de...",atermoiement||nom||V_0
imitation,nom,V_0,['imiter'],"...tragédie. Il avait aussi un talent véritable pour l’imitation : il contre-faisait à merveille tous les accents, et les cris d’animaux.",imitation||nom||V_0
